"thread_id","cleaned_comment","likes_count","is_reply"
"e98b5c443e783e47c87a5f1d1e9a724c","sudah saatnya perubahan. kalau tidak dicoba siapa yang tahu.","853","False"
"e98b5c443e783e47c87a5f1d1e9a724c","kalau sri mulyono jelas kedepan akan semakin buruk. kalau pak purbaya kedepan bisa baik atau buruk","71","True"
"e98b5c443e783e47c87a5f1d1e9a724c","belasan tahun, dr jaman pak sby si ibu jdi mentri,, ekonomi ngk maju2 jg. saatny berubah, dg ide2 yg baru.","36","True"
"e98b5c443e783e47c87a5f1d1e9a724c","sm bolehlah skala global tapi skillnya hanya bikin varian pajak a, b, c, dst","7","True"
"e98b5c443e783e47c87a5f1d1e9a724c","bener gak ada yang tau pasti, paling enggak ada pemimpin yang berani ngambl resiko untuk rakyat","10","True"
"e98b5c443e783e47c87a5f1d1e9a724c","karena bu sri mengincar kestabilan keuangan bukan growing keuangan, makanya dari zaman sby masa berakhir nya jabatan beliau, keuangan negara kita stuck disitu situ aja","18","True"
"e98b5c443e783e47c87a5f1d1e9a724c","insyaallah, akan berhasil jika ngk ada variabel lain contohnya seperti megathrust, perang dunia 3, dll.","1","True"
"e98b5c443e783e47c87a5f1d1e9a724c","memang mau mundur kan karena terbebani mbg","1","True"
"e98b5c443e783e47c87a5f1d1e9a724c","setuju bang","0","True"
"e98b5c443e783e47c87a5f1d1e9a724c","setuju","0","True"
"e98b5c443e783e47c87a5f1d1e9a724c","betul. kalo dicoba kemungkinan bisa gagal atau sukses tapi kalo ga dicoba yaudah gitu aja","0","True"
"e98b5c443e783e47c87a5f1d1e9a724c","rakyat sengsarra apa2 di pajakin","1","True"
"e98b5c443e783e47c87a5f1d1e9a724c","ibarat ini mau d tepi jurang antara masuk jurang atau tdk, klo masuk jurang maka kejadian bencana otomatis twrjadi phk besar2an itu pasti terjd dan pak purbaya bisa binggung karna uang buat jaga2 d pqkai habis k himbara otomatis akan terjd inflasi ini asli bermain d tepi jurang cuma kalo berhasil maka akan terjd kenaikan ekonomi.","0","True"
"e98b5c443e783e47c87a5f1d1e9a724c","setuju.. kita butuh revolusi bukan evolusi, semoga indonesia bisa lebih baik lagi","0","True"
"e98b5c443e783e47c87a5f1d1e9a724c","betul banget sih yah.","1","True"
"e98b5c443e783e47c87a5f1d1e9a724c","benar","0","True"
"4de663450090da934a94e975edf9b437","dia selalu tersenyum, jujur, tegas, tidak omong omong, lansung eksekusi bukan narasi","543","False"
"4de663450090da934a94e975edf9b437","betul dia ga pinter ngomong tp take action","6","True"
"4de663450090da934a94e975edf9b437","enakkan anis bansedan,, selalu narasi ""dan narasi,,,","2","True"
"2c97ad52a4f5e3a056636536158f6fb0","gak mau terlalu memuji atau terlalu mencibir, mau lihat dulu ke depan jadinya akan seperti apa...","210","False"
"2c97ad52a4f5e3a056636536158f6fb0","same","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","setuju, tim wait and see ngapain juga muji pejabat","12","True"
"2c97ad52a4f5e3a056636536158f6fb0","iya","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","komen terbijak","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","alhamdulillah saya sebagai pedagang klontong,berasa daya beli konsumen makin tinggi semenjak kebijakan beliau di realisasikan.semoga beliau tetap konsisten","4","True"
"2c97ad52a4f5e3a056636536158f6fb0","ini baru komen cerdas.. sepakat bro di negara kita siapa yg viral itu yg menang tanpa menunggu hasil..","4","True"
"2c97ad52a4f5e3a056636536158f6fb0","betul, lebih baik kita puji setelah ada buktinya","2","True"
"2c97ad52a4f5e3a056636536158f6fb0","sepemikiran braderrrr","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","yepp","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","kalau udah nonton full nga mungkin ngomong gini si, soalnya isi videonya juga nga lgi muji ato cibir, komen sesuai isi video atau bikin argumen sendiri, tiba2 pencet video langsung komen tanpa menonton isi video","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","si paling nonton","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","lah dri pda lu buka youtube cuma buat komen wkwkwk","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","pdhal dri segi editing video, visual dan sound effectnya nyaman dan cukup menarik loh, kok nga ditonton?, walau info isi videonya nga sampai ke otak lu wkwkkw","0","True"
"2c97ad52a4f5e3a056636536158f6fb0","si paling tau","0","True"
"5d702bedef995169bc05ebec5199bd7c","yang saya suka dari pak purbaya ini yaitu mentalnya, beliau itu mandiri, yakin, dan berani. semua kekacauan ini adalah ulah koruptor tapi di tangan beliau, koruptor panas dingin! lanjutkan pak purbaya, saya yakin insyaallah anda bisa menyelesaikan masalah ekonomi indonesia karena beliau punya skill dan mental yg bagus!","1500","False"
"5d702bedef995169bc05ebec5199bd7c","baru pemanasan.kita tunggu hasilnya.mudah2an..proses perebusan airnya bisa mateng sesuai jadwal,ekonomi itu wait and see,hari ini dikemas..mungkin mggu depan baru laku,disitulah kepiawaian org ekonomi membaca arah pasar.","72","True"
"5d702bedef995169bc05ebec5199bd7c","bukan koruptor saja kebijakan pemerintah yang lalu juga ikut andil bikin kacau, pajak yang dinaikan bikin rakyat tercekik akibatnya demo besar2an","33","True"
"5d702bedef995169bc05ebec5199bd7c","king purbaya","9","True"
"5d702bedef995169bc05ebec5199bd7c","awalnya...lihat..ending???","5","True"
"5d702bedef995169bc05ebec5199bd7c","solusinya gemana..? stabil salah dikasih gebrakan salah menurut loo gemana bagusnya","4","True"
"5d702bedef995169bc05ebec5199bd7c","ujian pertama pak purbaya udah muncul nih. si luhut merasa terusik saat pak purbaya mengancam bgn dan berencana akan menarik kembali anggaran mbg yg kemarin terserap tidak sampai 50 untuk dialihkan pada hal lain. orang2 sih banyak yg dukung pak pur. tapi kita lihat apakah beliau tetap pada pendirian atau malah melunak sama luhut.","22","True"
"5d702bedef995169bc05ebec5199bd7c","gass kan pak purrr jangan kendor","3","True"
"5d702bedef995169bc05ebec5199bd7c","ayo rakyat dukung menkeu yang sudah belain rakyat..dan hati""banyak buzzer""yang berseliweran di medsos...","10","True"
"5d702bedef995169bc05ebec5199bd7c","ya udh ga jadi lanjut nonton gue baru menit ke 2","0","True"
"5d702bedef995169bc05ebec5199bd7c","beda dgn jeng sri..beraninya hanya sama rakyat menengah ke bawah","2","True"
"5d702bedef995169bc05ebec5199bd7c","klo gayanya semua suka ....","0","True"
"5d702bedef995169bc05ebec5199bd7c","jangan mudah terpukau dengan tampilan di media, karena media mudah membentuk persepsi pembacanya, dan juga jangan terlalu mudah mengambil kesimpulan","0","True"
"5d702bedef995169bc05ebec5199bd7c","orang yang sedang berusaha menjatuhkan si pur adalah yang sedang memuji muji berlebihan","0","True"
"5d702bedef995169bc05ebec5199bd7c","pemberantasan koruptor bukan domain menkeu. itu domain para penegak hukum. percuma menkeunya bagus, klo para aparat penegak hukumnya bobrok. jd semua hrs 1 suara demi kemajuan indonesia. jgn demi perutnya sendiri. klo prabowo bs sekejam kim jong un mungkin br jaya indonesia.","0","True"
"5d702bedef995169bc05ebec5199bd7c","kan udh dirubah kebijakannya. yg penting bgmn eksekusi kebijakan tsb ke depannya.","1","True"
"5d702bedef995169bc05ebec5199bd7c","memang bukan domainnya, tp pak pur sdg berusaha melakukan transparansi keuangan, dari situ yg korup bisa keliatan! buktinya kasus minyak goreng bisa kebuka tuh dan balik duit 13 t","0","True"
"9ee9902aae117ecd6815efdfe406e342","setidaknya solusi beliau membantu rakyat, bukan malah mencekik rakyat","458","False"
"9ee9902aae117ecd6815efdfe406e342","setuju sih kalo itu","7","True"
"9ee9902aae117ecd6815efdfe406e342","betul sekali mas bro, itu yang rakyat harapkan sehingga rakyat lega, karena ada uang, bukan swlama ini uang dikandangin, apalagi uanv dimaling dikamerin, kan konyol itu! ya pantes kelas menengah pada merosot menjadi kelas kere.. ato kita dukinv kebijakan menkeu baru, agar rakyat makmur sejahtera!","7","True"
"9ee9902aae117ecd6815efdfe406e342","bantu di mana, disuruh kredit saat tidak ada daya beli","8","True"
"9ee9902aae117ecd6815efdfe406e342","kebijakan pak purbaya itu masyarakat di suruh utang ke bank sementara daya beli masyarakat menurun , boro2 keluarin uang. mana kepikiran masyarakat buat utang ke bank.","14","True"
"9ee9902aae117ecd6815efdfe406e342","belum teruji , hati2","4","True"
"9ee9902aae117ecd6815efdfe406e342","kalau paham,pendapat anda betul sekali bro,aku yang punya duit sendiri pun takut untuk bisnis,karena tidak ada pembeli,apalagi modal hasil utang,malah malah kita jadi terjungkal","6","True"
"9ee9902aae117ecd6815efdfe406e342","bener banget, udah apa2 mahal nyari uang susah, masih disuruh bayar pajak segala macam, parah emang srimulat","4","True"
"9ee9902aae117ecd6815efdfe406e342","lalu kalau masuk ke worst scenario gmna? misal masyarakat malah pakai untuk judol?","3","True"
"9ee9902aae117ecd6815efdfe406e342","membantu dalam jangka pendek","0","True"
"9ee9902aae117ecd6815efdfe406e342","janga baggain yg baru menjabat dari padabyg sudah 15 tahun nylametin negara dari krisis pandemi krisis global","1","True"
"9ee9902aae117ecd6815efdfe406e342","sebenarnya penyerap dana pinjaman 200 t itu menengah ke atas bukan bukan umkm karena pinjaman bank ke umkm juga gak besar2 amat ,, sedang kan pinjaman bank himbara pasti di atas 15 20 ,, cuma bos dalam suatu bisnis usaha punya karyawan ketika mau merugi sudah merugi real sektor ada suntikan dana dan mengulur pemecatan pegawai,, ujung2 nya ke rakyat juga .. lebih ke menjaga bisnis usaha yang ada dan menjaganya dr pada di pajakin besar2 ran.. kalau isu kesehatan seandainya masyarakat sebagian besar bekerja waktu merokok juga berkurang ,, faktanya begitu ngangur 1 pak perhari kalau sibuk bekerja ya bisa 1 pak 2 hari ,, kecuali bos yang banyak duit tak harus bekerja minimal 50 berkurang waktu merokoknya.. sama dengan judol ngetik di youtube medsos,, waktu mereka banyak sisa bukan buat yang produktif intinya ..","0","True"
"9ee9902aae117ecd6815efdfe406e342","untuk sekarang memang seperti itu namun seperti yang dijelaskan di vid, worse casenya kalau uangnya ga muter ditempat yang tepat otomatis pemasukan macet dan besar kemungkinan bakal lebih nyecik masyarakat semoga aja purbaya effect ini membawa angin segar bagi pertumbuhan ekonomi indonesia","3","True"
"9ee9902aae117ecd6815efdfe406e342","yakin pajak ngak naik ?","1","True"
"9ee9902aae117ecd6815efdfe406e342","yang penting rakyat juga harus tau diri. jangan karena dikasih suntikan dana malah ngutang buat beli ninja..","3","True"
"9ee9902aae117ecd6815efdfe406e342","ada benernya, bisa dibilang ini kita masih terpapar sama trust issue dari jaman pemerintahan sebelumnya, jadi kita masih takut untuk spending berlebih atau konsumtif, lebih milih sabar, tunggu, dan amati 1 2 bulan kedepan","3","True"
"9ee9902aae117ecd6815efdfe406e342","ya blum tentu, kata kuncinya tepat sasaran. di atas kertas emang nguntungin rakyat tapi bener ga duitnya muter dikalangan masyarakat, kalau cuma muter dikalangan mereka mah sama aja","0","True"
"9ee9902aae117ecd6815efdfe406e342","intinya gini itu uang negara diambil dari bank central dari pada tidak dimanfaatin sama sekali mending buat bantu ekonimi rakyat..untuk penyalutan dana bank itu tugas pegawai bank yang pintar2 tidak asal diberi kredit tanpa punya usaha yang jelas... dengan begitu ekonomi negara bisa naik 6 12 per tahun","1","True"
"9ee9902aae117ecd6815efdfe406e342","mnrt srimulyani kayak emak2 pada umumnya...mnympn uang untuk jaga2 pak pur kayak bapak2 pada umumnya jor joran....","0","True"
"97a5211192e543a096cefbdd44effad9","orang indo mayoritas gk ngerti high risk, kalau low risk aja bisa di korup ratusan trilliun high risk bisa puluh ribuan tetap alert jgn kecolongan lg, balik ke video ini setelah 1 2 tahun dan liat bedanya","27","False"
"1027ee68cf9bdd389765ad912639a9f4","masalahnya stabilitas dari ibu sri mulyani sudah tidak berfungsi dgn baik. tujuannya menarik investor asing, kenyataannya boro boro investor baru, investor yg sudah ada malah kabur. rakyat udah kecekek, investor malah kabur, kacau yg ada. makanya banyak yg dukung pak purbaya karena pendahulunya dianggap gagal total, meski tindakan pak purbaya juga resikonya gede dan belom tentu berjalan mulus.","1400","False"
"1027ee68cf9bdd389765ad912639a9f4","lautan fakta","51","True"
"1027ee68cf9bdd389765ad912639a9f4","lets go to plan b purbaya","31","True"
"1027ee68cf9bdd389765ad912639a9f4","padahal investor itu melihat ekonomi indonesia masih bagus loh untuk investasi, dan stabilitas itu penting. mereka investor lebih kwatir masalah penegakan hukum kepastian hukum.","73","True"
"1027ee68cf9bdd389765ad912639a9f4","kak, kestabilan ekonomi itu ga ""berdiri sendiri"" tapi juga berkaitan dengan stabilitas politik dan hukum kalau politik dan hukumnya ga stabil, mau sekuat tenaga gimana pun menkeu nya, kalau 2 faktor lain yg gw sebutkan diatas ga menudukung, maka percuma aja","61","True"
"1027ee68cf9bdd389765ad912639a9f4","yg membuat investor itu lari bukan hanya kebijakan2 yg rumit,tp fakta dilapangan juga tak kalah pahitnya..birokrasi di daerah juga tak kalah sadisnya,jadi rasa rasanya..siapapun yg menempati pos kemnkeu..juga akan pusing utk menjaga iklim investasi investor mau bikin pabrik..di ormasin,baru survei lahan di palakin,mumet sebetulnya..! karena dindonesia ini sdh mendarah daging..urat jagoanismenya..dri jmn majapahit,sriwijaya hingga mataram..siapa yg berotot..dialah yg diatas..","46","True"
"1027ee68cf9bdd389765ad912639a9f4","resiko gede menurut gua analisis yang hiperbola sama para analis mahzab srimul. mereka orang pinter tapi memang beda pandangan aja. sebagai mantan dirut lps, purbaya paham ini bukan bagi bagi duit gratis. duit nganggur kita bukan cuma 200t ada 200t lebih lagi yang ga dipakai. resiko dari sisi pemerintah dieliminasi dong, masih ada 200 t itu kok. lagian ini bentuknya tabungan, bukan kaya deposito yang berjangka. yang bikin ga jalan mulus dan jadi resiko itu cuma di masyarakat aja. ada gak ilmu bisnisnya? bisa gak minjem tapi planning jelas? mending konten kreator fokus ini. karena gua sendiri yang lulusan jaket kuning, kalau ditanya mau buat bisnis apa juga bingung. menjalani jika ini warisan itu bisa, ilmu ada, cuma menajdi perintis sulit. kalau risk taker di rakyat juga minim ya jangan salahin menkeu, rakyat aja yang ga bisa mikir.","32","True"
"1027ee68cf9bdd389765ad912639a9f4","stabilitasnya msh berfungsi dg baik. yang bikin kabur malah blunder2 bosnya dan blunder2 politikus yang bikin kondisi gak stabil.. ekonomi msh konservatif","13","True"
"1027ee68cf9bdd389765ad912639a9f4","bagaimana investor tdk kabur kalo pajak resmi tralalu tinggi ditambah lagi pajak dr ormas2, mending kabur ke vietnam","13","True"
"1027ee68cf9bdd389765ad912639a9f4","setuju, percuma kl branding ke investor asing bagus, pas mau invest kehalang sm preman, pajak tinggi, korupsi.. sama juga boong pada kabur investor sementara rakyatnya udah kecekek nungguin investasi masuk","13","True"
"1027ee68cf9bdd389765ad912639a9f4","nahhh iya betul gw setuju tapi sekarang yg bikin investor kabur tuh bukan dari menkeu doang ada dari mentri"" lain yg maksain buat datangnya investor asing contoh esdm seenak nya buka lahan ngebabat hutan seluas luas nya d tambah kemarin kan pamdemi covid blm lagi yg korupsi hampir 1000t gimana nggak kabur tuh investor, d tambah sekarang 200t d lepas gtu aja tanpa pengawasan ketat bisa bahaya apalagi pinjol judol dan hal"" konsumtif lain nya yg nggak bermanfaat yg paling parah y judol nya itu msh d pelihara","5","True"
"1027ee68cf9bdd389765ad912639a9f4","yg bikin rusak investor itu...pajak ormas,birokasi berbelit ujubg ujungnya duit.. masalah biaya pegawai itu di bilang masih masuk","4","True"
"1027ee68cf9bdd389765ad912639a9f4","ada dua perang besar lagi terjadi di dunia. presiden amerika gk bisa diprediksi. kawasan asean juga lagi gk aman. semoga gk ada event dunia aneh2 macam perang dunia atau covid. sebagai rakyat, aku seneng seneng aja siapapun menterinya asal hidup aku bahagia","3","True"
"1027ee68cf9bdd389765ad912639a9f4","lah analisanya malah kebalik justru begitu purbaya ditetapkan jadi menkeu investor asing pd kabur..","1","True"
"1027ee68cf9bdd389765ad912639a9f4","300 t punya harvei mois kok ga di buat pusin, bagai mana juga dg uang 1000t milik chalid itu semua bisa negara sita untuk perputaran ekonomi negara, jangan dikit2 duit rakyat di pajakin, gunakan uang hasil rampasan koruptor untuk negara, maju terus pak purbaya","4","True"
"1027ee68cf9bdd389765ad912639a9f4","pengusaha indonesia sebahagian besar butuh modal yang susah didapat dari bsnk himbaran","0","True"
"1027ee68cf9bdd389765ad912639a9f4","betul nih, jangan lihat investor asing tidak berani invest ke indonesia karena menteri nya juga... di daerah2 lain banyak oknum yang memperberat keputusan investor untuk invest ke kita... pikir aja, logika gak invest banyak dengan harapan bep di tahun ke 5 tapi disuruh bayar oligarki oknum2 bisa bertambah seenaknya? kan kita biasa dengar oknum minta bayaran ""seiklasnya"" tapi begitu dikasih malah minta lebih","1","True"
"1027ee68cf9bdd389765ad912639a9f4","gak sepenuhnya salah di sri, tapi kebanyakan ada di kebijakan legislatif palakan dari premanisme. itu jadi salah satu tolak ukur investor mau ke indonesia, taruhan nya terlalu gede untuk invest negara dunia ketiga. lihat aja kasus sritex sama e fishery. pemerintah cuma plonga plongo doang.","2","True"
"1027ee68cf9bdd389765ad912639a9f4","hidup adalah pertaruhan ,kita nggak akan tau kalau kita nggak coba ,semua ada resikonya ,tinggal kita bisa dan kuat nggak menghadapi resiko terburuknya ,semoga semakin membaik perekonomian kita di tangan menkeu yg baru aamiin","0","True"
"1027ee68cf9bdd389765ad912639a9f4","stabilitas nya bagus. kepercayaan naik. tapi di khianati sama pejabat lainnya buat proyek ga guna dan mangkrak.","2","True"
"1027ee68cf9bdd389765ad912639a9f4","orang ini yang menjelaskan di video ini konten kreator jadi lebih netral saja","1","True"
"1027ee68cf9bdd389765ad912639a9f4","investor bukan gk datang... investor datang ... tp setelah kena proses birokrasi yg berbelit setoran ormas"" ... smua milih kabur","2","True"
"1027ee68cf9bdd389765ad912639a9f4","bu sm terkesan bertahan dgn krisis tapi pak ps terkesan berjuang, berpikir dgn ilmu ekonomi lebih progresive dinamis pro ekonomi","2","True"
"1027ee68cf9bdd389765ad912639a9f4","yg bikin gagal total ya pemerintahnya sendiri. gimana investor asing mau masuk kalo kredibilitas pemerintah meragukan? uu bisa diubah atas dasar kepentingan pribadi. gaada integritasnya sama sekali","2","True"
