"thread_id","cleaned_comment","likes_count","is_reply"
"0ba4028b8f349108fd99319b46b77498","gaji dpr dan mpr di sama kan umr asn biar negara bisa hemat ....jangan rakyat saja yang nanggung .","1300","False"
"0ba4028b8f349108fd99319b46b77498","betul, beban gaji yg ditanggung rakyat hrs di hemat, dipangkas biar bisa untuk byr hutang. hutang ke luar negeri, tp ttp aja anggaran nya di korup juga. akhirnya rakyat miskin disuruh byr pajak tinggi","41","True"
"0ba4028b8f349108fd99319b46b77498","benar, mereka samakan dengan asn penghasilannya tanpa uang reses yg milyaran gitu. enak aja makan keringat rakyat kerja duduk dengar rapat rapat gajian.","21","True"
"0ba4028b8f349108fd99319b46b77498","gajian pokoknya kecil tunjangan nya yang.wow besarnya.","7","True"
"0ba4028b8f349108fd99319b46b77498","memang umr gajinya tapi fasilitasnya yang beda","4","True"
"0ba4028b8f349108fd99319b46b77498","kita setuju soal dpr itu.. tapi kenapa pada lupa soal hutang yg disembunyikan mulyono sebanyak 3000rb triliun...? saat mulyono presiden hutang yg disampaikan 7000tirlun.. ee dua bulan yg lalu sri mulyani mengakui hutang itu 10ribu lebih...","5","True"
"0ba4028b8f349108fd99319b46b77498","pensiunan anggota dewan harusnya gak dapet seumur hidup, sekali aja, biar gak membebani negara.","16","True"
"0ba4028b8f349108fd99319b46b77498","wuiiih,,,jadi mikir 18 kali tuk nyaleg '29","12","True"
"0ba4028b8f349108fd99319b46b77498","betul coba di pikir gunay dpr mpr apa","4","True"
"0ba4028b8f349108fd99319b46b77498","sepakat, seluruh gaji pejabat,termasuk hakim2 semua hrs sesuai ditiap2 daerah umr, trs tunjangan sana i hapus, uang2 rapat hapus, kendaraan dinas juga standart sprt avanza inova hilux cukup...","4","True"
"0ba4028b8f349108fd99319b46b77498","tenang aja masih ada rakyat kok yg siap nanggung bayar utang gak usah pusing2 lah","2","True"
"0ba4028b8f349108fd99319b46b77498","dasarnya pejabat bukan hanya pintar cerdas tapi hati nurani moral etika sangatlah penting, sebagai dasar","4","True"
"0ba4028b8f349108fd99319b46b77498","utang woosh ga usah dibayar, biar disita china aja, bodo amat lah, emang rugi kok, kalau untung kita pegang, kalau rugi, sita sita lah.. bodo amat, dari awal emang bodong.","5","True"
"0ba4028b8f349108fd99319b46b77498","yap ... merekalah yg sepantasnya disebut beban negara .. bukan para guru. ngaco banget dah","6","True"
"0ba4028b8f349108fd99319b46b77498","sbnrnya ga adil jg sih kl disamakan dg umr soalnya mrk mikirin urusan 1 negara,bukan 1 perusahaan.jd tetap hrs lbh tinggi jauh dr umr.tp hrsnya kayak artis2 yg ga ada ilmu pengetahuan soal pemerintahan,ga boleh masuk ke dpr.itu yg jd masalah.selama ini.jd gaji boleh tinggi tp benar2 demi mikirin kesejahteraan rakyat dan ga boleh korupsi.pasti aman semua kl hal ini dilaksanakan.","1","True"
"0ba4028b8f349108fd99319b46b77498","mohon maaf mau nanya kalau utang indonesia ga bisa bayar apa negara indonesia disita negara lain yg pemilik pinjaman terbesar..","2","True"
"0ba4028b8f349108fd99319b46b77498","intinya mereka wakil rakyat yg merasa diri bos, bukan pelayan. mereka hidup mewah, jadi ga pernah bisa ngerti susahnya orang yg hidup di bawah umr. mereka harus dimiskinkan agar tidak lupa rakyat yg mereka wakili.","1","True"
"0ba4028b8f349108fd99319b46b77498","betul, setidaknya 2x lipat umr sudah oke biar mereka, dpr , bisa ikut serta merasakan gaji yang mereka terima, layak atau tidak untuk bertahan hidup di indonesia","2","True"
"0ba4028b8f349108fd99319b46b77498","faktanya ternyata di negara maju ada aturan gaji dpr tidak boleh lebih dari 4 kali lipat dari gaji umr daerah yang diwakilkannya, misal gaji umr di daerahnya 5 jutanah otomatis gajinya maksimal hanya boleh 20 juta. tapi di indonesia malah puluhan kali kipatnya.","4","True"
"0ba4028b8f349108fd99319b46b77498","coba lihat gaji dirut pertamina berapa dan pejabat yang lain nya","2","True"
"0ba4028b8f349108fd99319b46b77498","seandainya dari dulu begini, kita gak keteteran sekarang","0","True"
"0ba4028b8f349108fd99319b46b77498","kalau gaji emang sesuai umr mereka itu, tunjangannya yang gak ngotak","0","True"
"0ba4028b8f349108fd99319b46b77498","tunjangan yg gede bang","0","True"
"0ba4028b8f349108fd99319b46b77498","32 kali lipat .dari gaji umr . makanya gak peka dengan rakyat.. wong gak pernah merasakan apa yg dialami rakyat nya","3","True"
"0ba4028b8f349108fd99319b46b77498","gajinya sama bro tp tunjangannya itu bisa ga dikurangin 60","1","True"
"0ba4028b8f349108fd99319b46b77498","economic meroket","0","True"
"0ba4028b8f349108fd99319b46b77498","biar kita tahu yang tulus atau yang berkerja karna fulus","1","True"
"0ba4028b8f349108fd99319b46b77498","trus yang pejabat pemerintah.....?","0","True"
"0ba4028b8f349108fd99319b46b77498","mending pejabat perintah bro dpripada dpr , duduk duduk rapat gajian gak ngotak","0","True"
"0ba4028b8f349108fd99319b46b77498","harus di pangkas gaji pejabat.kl rakyat di cekik untuk bisa bayar hutang pejabatnya jg hrs merasakannya","0","True"
"0ba4028b8f349108fd99319b46b77498","saya tandai orang dpr yang menghentikan rapat tersebut dia ngeles dengan alibi banyak rapat yang lainnya hafalkan orang ini untuk di telanjangin di depan publik sama seperti di negara nepal tunggu pak! takdirmu sebentar lagi akan segera terwujud","0","True"
"0ba4028b8f349108fd99319b46b77498","di bebankan ke rakyat...dia yang atur semua pinjam uang ke negara lain...sama aja dia yang makan...kita yang di suruh bayar...hahaha...","0","True"
"0ba4028b8f349108fd99319b46b77498","klw disama kan gaji umr nanti pas nyaleg ngak dapat lah bagi2 amplop dan sembako","1","True"
"0ba4028b8f349108fd99319b46b77498","setuju banget...bisa gj mrk hidup dgn gaji umr.","1","True"
"0ba4028b8f349108fd99319b46b77498","pemikiran kocak","1","True"
"0ba4028b8f349108fd99319b46b77498","hilangkan tunjangan2","0","True"
"0ba4028b8f349108fd99319b46b77498","mana bisa, tunjangan mereka kan setor lagi ke partai partai pengusung istilahnya biaya balik modal operasinal partai kdi mereka berasa kurang terus","0","True"
"0ba4028b8f349108fd99319b46b77498","dpr lah sebetulnya yg menjadi beban negara,kerjaannya hanya keluyuran keluar negeri dg dalih tugas negara tapi tdk ngaruh sama kemakmuran atau kesejahteraan rakyat malah menambah hutang negara krn uang negara buat kelenceran","0","True"
"0ba4028b8f349108fd99319b46b77498","kembali ke alam , hidup dgn lingkungannya seperti hidup pada saat , camping , mendaki gunung , pramuka , menyatu dgn alam , hidup gembira tapi hemat biaya, itu cara mengatasi krisis hutang akibat bencana dan wabah ,","0","True"
"0ba4028b8f349108fd99319b46b77498","gaji pokoknya sama. tapi tunjangan nya yg banyak dan macam2","0","True"
"0ba4028b8f349108fd99319b46b77498","klo dpr gaji kecil kan gabanyak yg minat .jd yg minat yg benar benar berkualitas ....","0","True"
"0ba4028b8f349108fd99319b46b77498","ya gak bisa. kalo gitu jgn ada pemilu. sistemnya diubah. dpr lakukan seleksi seperti asn saja. gak usah pake.","0","True"
"0ba4028b8f349108fd99319b46b77498","di sini kok banyak yg merendahkan dpr ya, padahal mereka sah secara uu harus ada di negara kita yaitu bagian dari legislatif. kalo dpr tidak ada ya tidak ada yg mengawasi pemerintah. kalo gaji dpr disamakan dengan asn biasa ya mending gak usah ada pemilu. pakenya seleksi seperti asn yg mudah dan murah.","0","True"
"0ba4028b8f349108fd99319b46b77498","ɢᴀᴊɪ ᴀꜱɴ ᴅɪ ᴄᴇᴋɪᴋ ᴄᴇᴋɪᴋ ɢᴀᴊɪ ᴩᴇᴊᴀʙᴀᴛ ᴅɪɢᴇʟᴏɴᴛᴏʀ ʟᴜᴄᴜ","0","True"
"0ba4028b8f349108fd99319b46b77498","dan juga, klw mw jadi anggita dpr, garus tes seperti pns.","0","True"
"0ba4028b8f349108fd99319b46b77498","jadi jokowi hutangnya gede ya","0","True"
"0ba4028b8f349108fd99319b46b77498","kalau anggara untuk mbg gimana??? kan gede juga tuh...","0","True"
"0ba4028b8f349108fd99319b46b77498","gaji sama, yang beda mereka dapat tunjangan yang ga ngontak","0","True"
"0ba4028b8f349108fd99319b46b77498","iya lagi","0","True"
"0ba4028b8f349108fd99319b46b77498","sejak kapan rakyat bayar utang negara ???","1","True"
"0ba4028b8f349108fd99319b46b77498","siap² kalimantan bisa diambil china untuk menutupi utang","0","True"
"0ba4028b8f349108fd99319b46b77498","dpr pasti mundur semuanya,, karena mereka maunjadibdewan untuk jari duit, cari kolega biar bisa lancarin kolega dan bisnis atek"" nya","0","True"
"0ba4028b8f349108fd99319b46b77498","betul biar mereka mikir seribu kali mau jdi anggota dari kecuali orang2 yg ikhlas msu membangun negeri ini","0","True"
"0ba4028b8f349108fd99319b46b77498","beban negara yg terbesar adalah dpr mpr.....gaji selangit,fasilitas kelas wahit,,,dpt pensiun enak amat....gajinya umr....aja....","0","True"
"0ba4028b8f349108fd99319b46b77498","ciri2 org jenius, cara ngomongnya agak belibet. semangattt pak purbaya. semoga keuangan indonesia bisa lebih baik di tangan bapak. aamiin","0","True"
"0ba4028b8f349108fd99319b46b77498","gaya hidup mewah gk bakalan mau gaji kecil..","0","True"
"0ba4028b8f349108fd99319b46b77498","rakyat te cari beras saja susah .yg hrs di tekan yo mpr dpr.ojo rakyat.ra","0","True"
"0ba4028b8f349108fd99319b46b77498","kalau uang negara tdk dikorupsi ya bisa banget bayar hutang, orang satu saja korupsinya nyampai 200 300 t bahkan lebih bukanya mikir hutang negara lagi banyak tapi mlh dikorupsi","0","True"
"0ba4028b8f349108fd99319b46b77498","waduh kalo bebitu sya gak jadi dong nyaleg tahun 2059,","0","True"
