thread_id,comment,likes_count,is_reply
0ba4028b8f349108fd99319b46b77498,Gaji DPR dan MPR di sama kan UMR ASN biar negara bisa hemat ....jangan rakyat saja yang Nanggung .,1300,False
0ba4028b8f349108fd99319b46b77498,"Betul, beban gaji yg ditanggung rakyat hrs di hemat, dipangkas biar bisa untuk byr hutang. Hutang ke luar negeri, tp ttp aja anggaran nya di korup juga. Akhirnya rakyat miskin disuruh byr pajak tinggi",41,True
0ba4028b8f349108fd99319b46b77498,"Benar, mereka samakan dengan ASN penghasilannya tanpa uang reses yg milyaran gitu. Enak aja makan keringat rakyat kerja duduk dengar rapat rapat gajian.",21,True
0ba4028b8f349108fd99319b46b77498,Gajian pokoknya kecil tunjangan nya Yang.Wow besarnya.,7,True
0ba4028b8f349108fd99319b46b77498,memang UMR gajinya tapi Fasilitasnya yang Beda,4,True
0ba4028b8f349108fd99319b46b77498,Kita setuju soal DPR itu.. Tapi kenapa pada lupa soal hutang yg disembunyikan Mulyono sebanyak 3000rb triliun...? Saat Mulyono presiden hutang yg disampaikan 7000tirlun.. Ee dua bulan yg lalu Sri Mulyani mengakui hutang itu 10ribu lebih...,5,True
0ba4028b8f349108fd99319b46b77498,"Pensiunan anggota dewan harusnya gak dapet seumur hidup, sekali aja, biar gak membebani negara.",16,True
0ba4028b8f349108fd99319b46b77498,"Wuiiih,,,jadi mikir 18 kali tuk nyaleg '29 😊 😅",12,True
0ba4028b8f349108fd99319b46b77498,Betul coba di pikir gunay dpr/mpr apa,4,True
0ba4028b8f349108fd99319b46b77498,"Sepakat, seluruh gaji pejabat,termasuk hakim2 semua hrs sesuai ditiap2 daerah UMR, trs Tunjangan sana/i hapus, uang2 rapat hapus, kendaraan dinas juga standart sprt avanza/inova/hilux cukup...",4,True
0ba4028b8f349108fd99319b46b77498,Tenang aja masih ada rakyat kok yg siap nanggung bayar utang gak usah pusing2 lah,2,True
0ba4028b8f349108fd99319b46b77498,"Dasarnya pejabat bukan hanya pintar cerdas Tapi HATI NURANI MORAL ETIKA SANGATLAH PENTING, SEBAGAI DASAR",4,True
0ba4028b8f349108fd99319b46b77498,"utang Woosh ga usah dibayar, biar disita China aja, bodo amat lah, emang rugi kok, kalau untung kita pegang, kalau rugi, sita sita lah.. bodo amat, dari awal emang bodong.",5,True
0ba4028b8f349108fd99319b46b77498,Yap ... merekalah yg sepantasnya disebut BEBAN NEGARA .. bukan para guru. Ngaco banget dah,6,True
0ba4028b8f349108fd99319b46b77498,"Sbnrnya ga adil jg sih kl disamakan dg UMR soalnya mrk mikirin urusan 1 negara,bukan 1 perusahaan.jd tetap hrs lbh tinggi jauh dr UMR.tp hrsnya kayak artis2 yg ga ada ilmu pengetahuan soal pemerintahan,ga boleh masuk ke DPR.itu yg jd masalah.selama ini.jd gaji boleh tinggi tp benar2 demi mikirin kesejahteraan rakyat dan ga boleh korupsi.pasti aman semua kl hal ini dilaksanakan.",1,True
0ba4028b8f349108fd99319b46b77498,Mohon maaf mau nanya kalau utang Indonesia ga bisa bayar apa negara Indonesia disita negara lain yg pemilik pinjaman terbesar..,2,True
0ba4028b8f349108fd99319b46b77498,"@fistoffury9868 (https://www.youtube.com/channel/UCSvfCLJEVZ0ONGzTsmizLoQ) : intinya mereka wakil rakyat yg merasa diri bos, bukan pelayan. Mereka hidup mewah, jadi ga pernah bisa ngerti susahnya orang yg hidup di bawah UMR. Mereka harus dimiskinkan agar tidak lupa rakyat yg mereka wakili.",1,True
0ba4028b8f349108fd99319b46b77498,"Betul, setidaknya 2X lipat UMR sudah oke biar mereka, DPR , bisa ikut serta merasakan gaji yang mereka terima, layak atau tidak untuk bertahan hidup di Indonesia",2,True
0ba4028b8f349108fd99319b46b77498,"Faktanya ternyata di negara maju ada aturan gaji DPR tidak boleh lebih dari 4 kali lipat dari gaji UMR daerah yang diwakilkannya, misal gaji UMR di daerahnya 5 jutanah otomatis gajinya maksimal hanya boleh 20 juta. Tapi di indonesia malah puluhan kali kipatnya.",4,True
0ba4028b8f349108fd99319b46b77498,Coba lihat gaji Dirut Pertamina berapa dan pejabat yang lain nya,2,True
0ba4028b8f349108fd99319b46b77498,"Seandainya dari dulu begini, kita gak keteteran sekarang",0,True
0ba4028b8f349108fd99319b46b77498,"Kalau gaji emang sesuai UMR mereka itu, tunjangannya yang gak ngotak",0,True
0ba4028b8f349108fd99319b46b77498,TUNJANGAN yg gede bang,0,True
0ba4028b8f349108fd99319b46b77498,32 kali lipat .dari gaji umr . Makanya gak peka dengan rakyat.. wong gak pernah merasakan apa yg dialami rakyat nya,3,True
0ba4028b8f349108fd99319b46b77498,Gajinya sama bro tp tunjangannya itu bisa ga dikurangin 60%,1,True
0ba4028b8f349108fd99319b46b77498,Economic meroket 😂 😂,0,True
0ba4028b8f349108fd99319b46b77498,Biar kita tahu yang tulus atau yang berkerja karna fulus 🤣 🤣 🤣,1,True
0ba4028b8f349108fd99319b46b77498,Trus yang pejabat pemerintah.....?,0,True
0ba4028b8f349108fd99319b46b77498,"@belajar6947 (https://www.youtube.com/channel/UCb_CJtN4QFH_wBr8ejbsBkg) mending pejabat perintah bro dpripada dpr , duduk duduk rapat gajian gak ngotak",0,True
0ba4028b8f349108fd99319b46b77498,Harus di pangkas gaji pejabat.kl rakyat di cekik untuk bisa bayar hutang pejabatnya jg hrs merasakannya,0,True
0ba4028b8f349108fd99319b46b77498,SAYA TANDAI ORANG DPR YANG MENGHENTIKAN RAPAT TERSEBUT ‼ ️ DIA NGELES DENGAN ALIBI BANYAK RAPAT YANG LAINNYA ‼ ️ HAFALKAN ORANG INI UNTUK DI TELANJANGIN DI DEPAN PUBLIK SAMA SEPERTI DI NEGARA NEPAL ‼ ️ TUNGGU PAK! TAKDIRMU SEBENTAR LAGI AKAN SEGERA TERWUJUD ‼ ️,0,True
0ba4028b8f349108fd99319b46b77498,di bebankan ke rakyat...dia yang atur semua pinjam uang ke negara lain...sama aja dia yang makan...kita yang di suruh bayar...hahaha...,0,True
0ba4028b8f349108fd99319b46b77498,Klw disama kan gaji UMR nanti pas nyaleg ngak dapat lah bagi2 amplop dan sembako 😅 😅,1,True
0ba4028b8f349108fd99319b46b77498,Setuju banget...bisa gj mrk hidup dgn gaji umr.,1,True
0ba4028b8f349108fd99319b46b77498,Pemikiran kocak,1,True
0ba4028b8f349108fd99319b46b77498,Hilangkan tunjangan2 😀 😀,0,True
0ba4028b8f349108fd99319b46b77498,"Mana bisa, tunjangan mereka kan setor lagi ke partai partai pengusung istilahnya biaya balik modal operasinal partai 😂 kdi mereka berasa kurang terus",0,True
0ba4028b8f349108fd99319b46b77498,"DPR lah sebetulnya yg menjadi beban negara,kerjaannya hanya keluyuran keluar negeri dg dalih tugas negara tapi tdk ngaruh sama kemakmuran atau kesejahteraan rakyat malah menambah hutang negara krn uang negara buat kelenceran",0,True
0ba4028b8f349108fd99319b46b77498,"Kembali ke alam , hidup dgn lingkungannya seperti hidup pada saat , camping , mendaki gunung , Pramuka , menyatu dgn alam , hidup gembira tapi hemat biaya, itu cara mengatasi krisis hutang akibat bencana dan wabah ,",0,True
0ba4028b8f349108fd99319b46b77498,Gaji pokoknya sama. Tapi tunjangan nya yg banyak dan macam2,0,True
0ba4028b8f349108fd99319b46b77498,Klo DPR gaji kecil kan gabanyak yg minat .jd yg minat yg benar benar berkualitas ....,0,True
0ba4028b8f349108fd99319b46b77498,Ya gak bisa. Kalo gitu jgn ada pemilu. Sistemnya diubah. DPR lakukan seleksi seperti ASN saja. Gak usah pake.,0,True
0ba4028b8f349108fd99319b46b77498,"Di sini kok banyak yg merendahkan DPR ya, padahal mereka sah secara UU harus ada di negara kita yaitu bagian dari legislatif. Kalo DPR tidak ada ya tidak ada yg mengawasi pemerintah. Kalo gaji DPR disamakan dengan ASN biasa ya mending gak usah ada pemilu. Pakenya seleksi seperti ASN yg mudah dan murah.",0,True
0ba4028b8f349108fd99319b46b77498,ɢᴀᴊɪ ᴀꜱɴ ᴅɪ ᴄᴇᴋɪᴋ ᴄᴇᴋɪᴋ ɢᴀᴊɪ ᴩᴇᴊᴀʙᴀᴛ ᴅɪɢᴇʟᴏɴᴛᴏʀ 😂 😂 ʟᴜᴄᴜ,0,True
0ba4028b8f349108fd99319b46b77498,"Dan juga, klw mw jadi Anggita dpr, garus tes seperti pns.",0,True
0ba4028b8f349108fd99319b46b77498,jadi jokowi hutangnya gede ya,0,True
0ba4028b8f349108fd99319b46b77498,kalau anggara untuk mbg gimana??? kan gede juga tuh...,0,True
0ba4028b8f349108fd99319b46b77498,"Gaji sama, yang beda mereka dapat tunjangan yang ga ngontak",0,True
0ba4028b8f349108fd99319b46b77498,Iya lagi 😂,0,True
0ba4028b8f349108fd99319b46b77498,​ @teguhprasetyo6455 (https://www.youtube.com/channel/UCgxigtEkQks9YCorVj2erxw) Sejak kapan rakyat bayar utang negara ??? 😂 😂,1,True
0ba4028b8f349108fd99319b46b77498,Siap² Kalimantan bisa diambil China untuk menutupi utang 😂,0,True
0ba4028b8f349108fd99319b46b77498,"😂 😂 DPR pasti mundur semuanya,, karena mereka maunjadibdewan untuk jari duit, cari kolega biar bisa lancarin Kolega dan bisnis atek"" Nya 😂 😂 😂",0,True
0ba4028b8f349108fd99319b46b77498,Betul biar mereka mikir seribu kali mau jdi anggota dari kecuali orang2 yg ikhlas msu membangun negeri ini,0,True
0ba4028b8f349108fd99319b46b77498,"Beban negara yg terbesar adalah dpr mpr.....gaji selangit,fasilitas kelas wahit,,,dpt pensiun ENAK AMAT....GAJINYA UMR....AJA....",0,True
