thread_id,comment,likes_count,is_reply
fb03089fdebbddc700a7c0d23ff32206,"walaupun kesan awalnya sombong tapi cara dia analisis masalah bagus banget, pantesan dia pede buat pulihin ekonomi. dia sadar masalah tuh di kebijakan nya, bukan karena faktor luar. mari kita liat, mafia mana yg bakal dia lawan wkwkkw",642,False
fb03089fdebbddc700a7c0d23ff32206,"Semua berpengaruh bro, sangat naif jika hanya menyalahkan satu faktor. Di dunia otomotif spek mesin diubah dikit aja yang lain menyesuaikan Di dunia medis, satu penyakit saja seluruh organ tubuh menyesuaikan.",11,True
fb03089fdebbddc700a7c0d23ff32206,"​ @yusuffirdaus3900 (https://www.youtube.com/channel/UCmPYs4mvnbejHJTdYY913IQ) kamu liat video nya sampe habis kan? Beliau kan udah bilang ga hanya faktor luar dan dalam negeri doang emng, tapi faktor lain juga",27,True
fb03089fdebbddc700a7c0d23ff32206,"Kalo memang ada faktor luar itu bukti nya vietnam bisa tumbuh 8 persen lo,,,emang kebijakan dalam negeri kita yg ngawur,,,uang sisa apbn bukan di putar malah di pendam di bank sentral.ya jelas kering lah",33,True
fb03089fdebbddc700a7c0d23ff32206,Wkwkwk langsung mapia aja kak,3,True
fb03089fdebbddc700a7c0d23ff32206,"Takutnya modelan beliau cepat dilengserkan, pasti dilawan habis²an sama mafia.",13,True
fb03089fdebbddc700a7c0d23ff32206,"​ @randomkonten177 (https://www.youtube.com/channel/UCe5P8xugqYl1H5VIjcu3Oow) backing dia prabowo,RC aja di sikat",0,True
fb03089fdebbddc700a7c0d23ff32206,Gw liat dia cara dia ngomong Dia kayak alm Faisal basri padet ga ber tele2,4,True
fb03089fdebbddc700a7c0d23ff32206,"​ @nairayumna-gv6iv (https://www.youtube.com/channel/UCiaxmII3m6BE_heBBbzePog) bener harusnya dibelanjakan, kalo dibelanjakan ekonomi akan muter.",0,True
fb03089fdebbddc700a7c0d23ff32206,Sebagian ada di de pe er mafianya,2,True
fb03089fdebbddc700a7c0d23ff32206,sepemahaman,2,True
fb03089fdebbddc700a7c0d23ff32206,"coba di kerja sama buk sri muliyani ya! bukan orangnya, tapi mayoritas yang bobrok itu yang salah! mirip koloni semut, ikan! Yang bisa disetir!! Harusnya mereka bertugas berfikir, bukan koloni yang diarahkan! face-red-droopy-eyes face-red-droopy-eyes face-red-droopy-eyes face-red-droopy-eyes",2,True
