cleaned_comment,likes_count,sentiment_score
"bapak menkeu yang baru, tolong jangan sombong2 dulu. buktikan kemampuan prioritas utama.",2200,0.027860388159751892
pesimis salah..optimis salah,121,-0.9963993761339225
serba salah hidup di konoha bro,71,-0.9945619385689497
"soalnya ini di indonesia,kemungkinan terbaiknya sulit,klo kemungkinan terburuknya udah jelas",68,-0.5275270491838455
ilmunya saja ga nyambung dengan bidangnya.,49,-0.9971219593426213
"kok sprt besar suara dulu,jangan"" nanti...?????",48,-0.9957999292528257
mantab...mentri baru sudah tau cara memperbaiki ekonomi indonesia..,28,0.981892169918865
bapak senang. aman pokoknya.,6,0.9933032427215949
ky noel,6,-0.9795341603457928
buktikan korupsi nya aja.. coba di lihat permainannya naikan pajak besar2an.. hahahaha,8,-0.9939860268495977
"takut kalo sombong hasilnya nol dah,mending kerja dulu baru diapresiasi rakyat",62,-0.9937990831676871
men song songong amat smoga lebih baik,6,-0.9963614753214642
bagus ini bro optimis bisa,11,0.8554362021386623
"energi optimis itu. masa gitu aja dianggap salah?pesimis salah,optimis salah. lama lama lu kaligata,diare nyalahin ke pemerintah",14,-0.9963096607243642
biasa masih baru menjabat semangat 45.,6,-0.08568218583241105
s7 sekali..udh smbg dlu sblm bs terbukti..tp ternyata dia adlh prnh menjabat di rezim jkwi ktnya,6,-0.8703064136207104
song kotong nyaring bunyinya,8,-0.016866832971572876
aku gak yakin dengan bapak ini.sepertinya awal kehancuran,17,-0.9950536154210567
di ganti salah nggak d ganti salah,7,-0.9238010622793809
orang baru dan semangat baru....minimal masih ada secercah harapan. semoga sukses dan dimudahkan segala urusan pa yudhi,15,0.834336475469172
dari dulu ngomong itu gampang yah ..... kita tunggu tanggal mainnya aja deh...,7,0.03899199049919844
"benar juga, saya kaget juga untuk orang yang baru dilantik semoga tidak omon omon",9,-0.9908160329796374
berbaik sangka dulu lah,10,0.7710622102022171
bukan sombong tapi optimis. kayaknya cukup pengalamannya. kita apresiasi aja bung.,18,0.97202666150406
liat aja nnti setahun lgi dia ditangkap kpk,7,-0.8700342453084886
"tak semudah kata kata broo jangan asal ngomong,",11,-0.24656327813863754
emg jangan sombong dulu kaleee kalau dia mau memperbaiki ekonomi modal ngutang y percuma saja utang yg kemaren saja belum lunas masa mau nambah utangan baru pokoknya putar otak lah jangan sampai ngutang,7,-0.9913193774409592
kira kira strategi pak menkeu untuk mengisi gentong gendut apbn yang sudah di kuras habis habisan untuk program program kerakyatan katanya yg punya program sih begitu. apa yaaaa..?? indonesia sudah di ambang kebangkitan,1,-0.9325310420244932
sesuai dengan yang mengangkat sami mawon,4,0.8872334891930223
"itu bukan sombong tapi beliau optimis, dan meyakini kalo beliau itu bisa dan mampu memperbaiki ekonomi..mari kita tunggu saja kinerja beliau.",14,0.9044616408646107
hrs optimis donk,2,0.8964211568236351
kurang percaya aku... tapi coba kalau pak basuki tjahaja purnama. aku baru percaya,6,-0.8389242626726627
pesimis amat jadi orang,2,-0.9971529635367915
"itu dia.. mau sy katakan kok agak tinggi nada nya.. waduh kacau ini,, tp g apa apa di kasih ruang dululah..kita lihat aja",2,-0.98793262289837
awas hati2 klo korupsi lagi. awas klo naikin pajak²,4,-0.9504005862399936
jago ? coba kita lihat hasilnya membuat rakyat sejahtera.,2,0.9823990939185023
doa terbaik... semoga bisa memperbaiki keadaan ekonomi indonesia. hati hati jangan korupsi... jangan kompromi dengan koruptor.,6,0.9369636904448271
"smoga membawa perekonomian indonesia lebih baik, selamat bekerja pak menkeu yang baru",4,0.8029424962587655
bukan sombong itu optimis dlm keadaan ekonomi yg sulit memang wajib,2,0.9717481154948473
"yaaa,,, lanjutkan",1,0.003336086869239807
betul...gak usah banyak bicara di media...kerja aja. nanti kalo sudah sukses...baru muncul dan bicara. nanti gagal...malunya berkali lipat.,4,-0.9966979116434231
maunya gimana sih apa lo aja yg jadi menkeu,4,-0.9681735876947641
kenapa gak tunjuk dia dari dlu kalau mudah memperbaiki ekonomi..dari zaman jebot ekonomi gini2 aja,5,-0.9779725521802902
kalau bisa diamini... dikit2 disalahin. kalau km jdi mentri keuangan paling nol putul,3,-0.9964036696474068
"ya nanti kayak sri mul dulu, hutang aman..hutang aman, tp ternyata rakyat dicekik dg pajak2 yg tinggi",3,-0.992011426249519
kepedean boleh pak.ibu srimulyani ga kaleng kaleng,1,-0.4159021573141217
halah.. buzzer anarko tau apa...,2,-0.9929315547924489
sedikit sombong itu pk... humble dong...,3,-0.9962256188737229
percaya sj dulu jgn..klu pesimis anda tidur saja mimpi..,1,-0.9869151401799172
suka banget karyawan yg optimis begini,2,0.9955480209318921
"mudah""an gak salah pilih kayak beli lotre..",1,0.9893100119079463
betul,0,0.9904525489546359
tggu gebrakanx..apa sesuai dg janjix,2,-0.25404855608940125
baru jabat dah dapat amplop tebal blm,0,-0.05273618409410119
"gantinya srimul, tim bravo5 nya luhut, dalam mendukung jokowidodo..malah lebih parah nuansa politiknya",2,-0.9922786647221074
woi masyarakat 62 liat dulu ajah doain nanti baru di edit....berinkesempatan masyarakat 62....jangan jadi bawel dan songong.,1,-0.99637282313779
"takut nya mentri yg baru ini blum tentu sebaik sri mulyani kerja nya, klau hanya omon negri ini bisa hancur ekonomi kita.",1,-0.9947551504010335
"bawa dompet surga memang membuat kacamata kuda makin tebal apapun yg di buat pemerintah selalu nyiyiran dengan pesimis , bro pejabat publik ketika menunjukkan kapasitas kemampuan , pengalaman profesional itu hal yg positif dan pengaruh nilai rupiah dll ok buang dulu dompet surga bari bisa lepas kaca matakuda ente ok",1,-0.9379985146224499
kalo ujung2nya pajak sama aja,5,-0.971854442730546
udah yakin aja. gitu aja kok repot.,1,-0.9963410152122378
menkeu harus seperti itu biar pasar tidak ragu ...,1,-0.6020152047276497
sepemikiran ya,0,0.39503760635852814
"nggak ada yg benar bicara optimis salah apalagi pesimis , tujuan pergantian utk maksud yg lebih baik",2,-0.9764188728295267
doain yg terbaik...,4,0.9758269740268588
cerah brooo catet itu janjinya,3,0.9499471224844456
betul.. dia sombong banget! gede omong doang tunggu saja apa dia bisa kerja kedepan,2,-0.9973749774508178
"kamu lebih hebat tunjukin dan muncul ke permukaan, blm kerja udah dipikir negatif, karakter orang beda2, kita berdoa dan bekerja, optimis dan positif, kita lihat kiedepan dan klo memang ada niat jahat pasti tuhan munculkan kepermukaan",1,0.9588690213859081
"di kasih jabatan yah harus yakin dan optimis lah, biar pasar juga optimis , di kira pergantian mentri keuangan gak krusial apa ?",2,-0.5590217411518097
okelah pak nti rakyat yg melihat,3,-0.17764317989349365
bnr takutnya nanti melisit,1,-0.9943823460489511
mending riset dulu dah bang,0,-0.20495532639324665
"tapi sy seneng kayanya akrab, jauh dr keangkuhan",2,0.9849319383502007
kita tgu aja ada gebrakannya tidak... uang sitaan korupsi larinya kemana hrus diumukan ke publik... penerapan pajak yg transparan utk apa aja.. bumn merugi apa tindakannya.. dll...,3,-0.9946622647112235
serba salah di indo ini,2,-0.993450925918296
"semoga tdk hnya ngomong gede percaya diri nya sama dgn kerja"" nya nnt..",1,0.563371330499649
coment yang cerdas,1,0.9814742752350867
