cleaned_comment,likes_count,sentiment_score
sy sebagai dosen ekonomi sangat apresiatif dengan akar pemikiran beliau mengenai perkembangan ekonomi indonesia dari masa ke masa. sy mendukung.,1700,0.9865040958393365
"selain dosen ekonomi, lu ngajar fisika, kedokteran dan ketahanan pangan gak? kalo gak berarti lu dibayar rendah sebagai buzzer wkwkwkkkk",28,-0.9069396182894707
sebagai penasehat keuangan warren buffet saya juga sangat meapresiasi juga,18,0.839459276641719
saya sangat mendukung netizen seperti anda yang tidak percaya pemerintah wkwkw. biar mereka kerjanya benar,22,-0.28554603457450867
"betul. menteri baru harus berani berfikir out of the box, belajar dari kegagalan masa lalu dan lebih kreatif menyelesaikan masalah.",13,0.9620551327243447
"kebetulan saya juga guru private manajemen keuangan elon musk, sangat bangga sekarang.",10,0.9941508035408333
saya sebagai pak rt juga bangga pada beliau,6,0.9923765483545139
bgt pula dgn kumpulan dukun bangga,2,0.9211503155529499
selain bikin konten yutup yg engga viral. kamu termasuk tipe bikin perusahaan bakalan bangkrut. minimal konten anda kasi wawasan yg gamblang menarik kek. kaku amat itu konten pak tuwaaa,1,-0.9951728644082323
"mudah2an, pertama dia bukan sales pinjaman bank dunia kedua dia bukan dr bangsa jawa",7,-0.9652833112049848
si kntil,0,-0.9834124480839819
"sesuai prediksi saya, pemerintah rajin tarik pajak, tapi gak di salurkan buat menggerakkan ekonomi. jadi banyak uang mandek. di situlah ekonomi melambat buat tumbuh, pasar lesu, ekonomi terasa sulit. belum lagi uang2 besar yg di bawa keluar negeri melalui pinjol, judol, dll. makin sedikit uang yg beredar di masyarakat.",10,-0.979886063374579
"kalau lihat apbn itu defisit, seharusnya pengeluaran lebih besar dari pemasukan. kalau tidak ""disalurkan"" itu palingan nyangkut di korupsi siapa jadi tidak masuk ke sektor ekonomi riil. jawaban dia bukan ""periksa macet dimana"", tapi ""sebar uang bi 200 trilliun dengan pinjaman langsung"" palingan separuh jatuh ke ekonomi dan separuh dimakan orang yang punya jabatan, dan kita bakal yang harus bayar biayanya dengan inflasi.",3,-0.9703050563111901
saya juga dosen olahraga pak.kagum ma beliau,1,0.9940351851400919
saya sbg mahasiswa ekonomi dan mantan aktivis ekonomi dengar pendapat beliau rancu. posisi beliau dikebijakan fiskal yg diomongin malah kebijakan moneter. contoh thailand dan vietnam kebijakan fiskal dg memberi insentif pajak beberpa sektor supaya industri berkembang. kalau kebijakan moneter ya itu ursan bi dan perbankan.,3,-0.9849238491151482
nonton videonya secara full gak? lu mau rakyat di cekek pajak terus terusan sampe 2030?,1,-0.9839685191400349
saya sebagai pengajar kucing berenang pun ikut bangga sekali,0,0.9941903473809361
dosen buzzer,1,-0.9352983329445124
"dosen apa lagi, halu bet. dosen beneran ngga pernah bilang dosen di komen yt.",2,-0.9687051582150161
"lihat pemikiran beliau sepertinya menguasai persoalan ekonomi indonesia, baik kegagalan dan keberhasilan, semoga beliau meevaluasi dan membuat solusi dan semoga berhasil, semangat pak rakyat menunggu kebijakan yang canggih",2,0.9546186663210392
sy akan jd the flash buat jg dan brantas penjahat yg nyuri uang negara,0,-0.8934454319532961
kalo elu sebagai apa bro?,0,-0.8547429451718926
"gw di bidang gw sendirilah, paling tidak gak halu wkwkwkkk",0,0.8328098654747009
tinggal lihat 2tahun yg akn datang sesuai tdk dgn omongny..akn bs mnhsilkan kepuasan tdk bagi rakyat indonesia tentang kemajuan ekonomi,1,0.17664191126823425
buktikan dulu kinerjanya kedpn baru kita mengapresiasi,3,0.8687272779643536
insaf brow jangan sombong,1,0.9093424491584301
wkwkkkk sombongnya di mana coba,0,-0.9975008770707063
dosen hanya ngabiisin uang pemerintah melalui st skep studi banding tpi hasil nya nol besar,1,-0.9829308561747894
yg penting hasilnya baik untuk rakyat jangan sampai cuma omong doang,1,0.6517051458358765
terlalu ego purbaya,1,-0.9957273959880695
"emang lu ngajar fisika, kedokteran dan ketahanan pangan? tanya dgn nada sangat lembut",0,0.7064792066812515
sy sebagai astronaut memantau perkembangan perekonomian dari bulan,0,0.006488838349469006
waren buset bukan waren baffet wkwkwk,0,-0.9945047951769084
"preettt knp ngak dari era pak karno sekalian. bicara ya ekonomi skrng kok ekonomi bertahun tahun silam,, lawak",1,-0.9920840559061617
"nitip pak, dana ke daerah jgn dikurangi. daerah setornya gede kok baliknya dikit.",0,-0.865513282828033
sebagai penasehat george soros saya nyimak saja.,0,-0.19308414636179805
apa perlu pengakuan siapa kamu yg penting komen mu.,1,-0.8667282685637474
wkwkkk buzzer sekarang semakin rendah kualitasnya,0,-0.9966215849854052
"saya kepala badan urusan ekonomi, ketenagakerjaan dan lain2 keluarga saya juga mendukung pak purbaya",0,0.367794178891927
"ngurusi ketahanan pangan, perumahan dan ibu hamil juga ya bang",0,-0.28486958891153336
saya sebagai mantan ketua kelas di kelas 6 madrasah ibtidaiyah jg mendukung,0,0.6555217374116182
semua pada cari muka nyatanya kacau,0,-0.997488472785335
"si purbaya amerika banget spend their way out of recession. masalahnya, gk spt amrik dan eropa, kita gak bisa cetak uang seenaknya tanpa efek inflasi tinggi. pertumbuhan indonesia sangat tdk merata, ekspansi ekonomi dgn ngorbanin inflasi akan berdampak paling parah ke kelas bawah yg pemasukan tetap lewat gaji dan tdk memiliki asset.",1,-0.9794524451717734
semangat pak rakyat menunggu kebijakan bpk yg benar pro rakyat,0,0.9572326354682446
saya sebagai keponakan jerome powell sangat mengapresiasi penilaian anda,0,0.9797068743500859
"sy gk jago soal ekonomi makro n mikro, tp mhs mashab ek saat ini mau longgar mau ketat bisa tercapai dg baik kalau sistem baik dan korupsi narkoba clean. kalau gk mampu benahi korupsi dan narkoba secara radikal mhs mashab ek apapun gk akan tercapai dg baik. jadi kalau gk ada kehendak untuk pembenahan tsb, cocoknya kita niru china aja kali ya ek tertutup dan berdikari setelah kuat dan sistemnya bagus baru keluar bermain ek global. semoga gk salah ya",0,-0.630112960934639
saya dosen bahasa jawa juga kagum,0,0.9937256468692794
pak dosen pernah meneliti gak kebijakan sejenis di era suharto dan negara2 lain yg bagi2 duit ke bank lalu bank salurkan ke pengusaha dan pengusaha bawa kabur duit itu ke negara2 tetangga spt yg pernah di lakukan nz dan suharto?,0,-0.45551513554528356
"saya sebagai driver gojek hanya menyayangkan, karena kesalahan terbesar indonesia pada krisis 1997 adalah terlambat, tidak transparan, dan terlalu banyak intervensi politik dalam ekonomi. seandainya pemerintah lebih cepat mereformasi sektor perbankan, melepas kurs rupiah lebih awal, dan memperkuat jaring pengaman sosial, dampaknya mungkin tidak separah yang terjadi.",0,-0.9459442775696516
"saya yg baru di lantik jadi rektor juga setuju,",0,0.3550114599056542
dosen di universitas apa bos,0,-0.4760226821526885
"tinggal tunggu aja hasil nya, baru beberapa hari di lantik",0,0.020931489765644073
sebagai agen george soros saya akan pantau terus kemenkeu ini. tunggu waktunya gua hajar,0,0.03171226754784584
"saya sebagai ketua rt bikini buttom, juga sangat mendukung",0,0.9797374812187627
ketua rw nya blm kluar bg,0,-0.8830777136608958
saya dosen donal trum bangga sepakat,0,0.9799040274228901
"kenapa dosen ekonomi harus ngajar fisika. kedokteran, dan ketahanan pangan? logikanya di mana?",0,-0.8733882633969188
"sebagai pengamat, nunggu hasilnya untuk rakyat.",0,-0.4241157118231058
"itu bener, fiskal urusan kemenkei, moneter urusan bi, ekonomi makro emang gitu, tp kayanyadi indo agak campur aduk nih",0,-0.8439390435814857
belajar banyak sekali. menarik.,1300,0.9784740176983178
"lagi nunggu publik figure yg mau konsen komen ke pak purbaya..lngaung muncul koh ernes, indonesia punya harapan ini kohh",67,0.25008111633360386
nonton ini garagara ko ernest,25,-0.15248405910097063
saya kesini,7,0.0444715959019959
semangat koh,5,0.9851983897387981
kira2 dpr kita ngerti ga ya?,10,-0.06672701286152005
langsung gas yt,0,0.03010914893820882
koh,0,0.81324402987957
penjelasan simpel dan stratejik,3,0.7472583502531052
"sayangnya lagi semangat belajar, ditutup.",7,-0.9937648258637637
"bakal siap untuk nungguin rapat2 pak purbaya bareng dpr lagi nih koh. jawabannya lugas dan berkelas, klo kata org jawa satset taktek.",8,0.9851386430673301
yg bilang sombong pak mentri dendiri lo,1,-0.9969316255301237
"nah ini panutan, salut buat koh ernest selain kritis tapi mau membuka diri",0,0.9805558517109603
tapi ini sejalan kmaren sama analisa celios,0,0.0004929453134536743
pejabat tuh kalo bisa gini nih setiap buka mulut isi nya daging semua rakyat juga jadi tambah pinter,7,-0.7143649756908417
koh ajakin influencer yang lain nonton biar walaupun masuk parlemen jalur ngejilat tetep ada isinya lah cape ngeliat tingkah politikus influencer,3,-0.6670211255550385
